,hs,申請系所,FCU,FCU_AM,total_uni,uni_0,uni_1,uni_2,uni_3,uni_4,uni_5,uni_6,uni_7,uni_8,uni_9,uni_10,hs_state,no_public,ratio_public,no_fcu,ratio_fcu,no_math,ratio_math,taichung,hs_from_taichung
705,基隆女中,"逢甲大學應用數學系
中原大學應用數學系
中原大學物理學系物理組
銘傳大學資訊工程學系(桃園校區)",0,0,4,逢甲大學應用數學系,中原大學應用數學系,中原大學物理學系物理組,銘傳大學資訊工程學系(桃園校區),0,0,0,0,0,0,0,基隆市,0,0.0,1,0.25,2,0.5,0,3
706,私立明德高中,"逢甲大學應用數學系
逢甲大學財稅學系
逢甲大學財務金融學系",1,0,3,逢甲大學應用數學系,逢甲大學財稅學系,逢甲大學財務金融學系,0,0,0,0,0,0,0,0,臺中市,0,0.0,3,1.0,1,0.3333333333333333,1,0
707,華江高中,"逢甲大學應用數學系
中原大學應用數學系
東海大學統計學系(自然組)
淡江大學統計學系",0,0,4,逢甲大學應用數學系,中原大學應用數學系,東海大學統計學系(自然組),淡江大學統計學系,0,0,0,0,0,0,0,臺北市,0,0.0,1,0.25,2,0.5,0,3
708,高雄中學,"逢甲大學應用數學系
東海大學哲學系
國立東華大學課程設計與潛能開發學系
義守大學企業管理學系",0,0,4,逢甲大學應用數學系,東海大學哲學系,國立東華大學課程設計與潛能開發學系,義守大學企業管理學系,0,0,0,0,0,0,0,高雄市,1,0.25,1,0.25,1,0.25,0,2
709,嘉義高中,"逢甲大學應用數學系
逢甲大學統計學系
逢甲大學自動控制工程學系",1,1,3,逢甲大學應用數學系,逢甲大學統計學系,逢甲大學自動控制工程學系,0,0,0,0,0,0,0,0,嘉義市,0,0.0,3,1.0,1,0.3333333333333333,0,1
710,武陵高中,"逢甲大學應用數學系
靜宜大學應用化學系
國立屏東大學應用數學系
國立臺東大學應用數學系
銘傳大學生物科技學系(桃園校區)",0,0,5,逢甲大學應用數學系,靜宜大學應用化學系,國立屏東大學應用數學系,國立臺東大學應用數學系,銘傳大學生物科技學系(桃園校區),0,0,0,0,0,0,桃園市,2,0.4,1,0.2,3,0.6,0,2
711,大安高工,"逢甲大學應用數學系
中原大學應用數學系
逢甲大學中國文學系
靜宜大學台灣文學系",1,0,4,逢甲大學應用數學系,中原大學應用數學系,逢甲大學中國文學系,靜宜大學台灣文學系,0,0,0,0,0,0,0,臺北市,0,0.0,2,0.5,2,0.5,0,3
712,三民高中,逢甲大學應用數學系,1,1,1,逢甲大學應用數學系,0,0,0,0,0,0,0,0,0,0,新北市,0,0.0,1,1.0,1,1.0,0,3
714,家齊高中,"逢甲大學應用數學系
銘傳大學應用英語學系(桃園校區)
南臺科技大學財務金融系",1,1,3,逢甲大學應用數學系,銘傳大學應用英語學系(桃園校區),南臺科技大學財務金融系,0,0,0,0,0,0,0,0,臺南市,0,0.0,1,0.3333333333333333,1,0.3333333333333333,0,2
715,私立明德高中,"逢甲大學應用數學系
東海大學應用數學系
逢甲大學航太與系統工程學系
逢甲大學材料科學與工程學系
逢甲大學土木工程學系
國立勤益科技大學冷凍空調與能源系",1,0,6,逢甲大學應用數學系,東海大學應用數學系,逢甲大學航太與系統工程學系,逢甲大學材料科學與工程學系,逢甲大學土木工程學系,國立勤益科技大學冷凍空調與能源系,0,0,0,0,0,臺中市,1,0.16666666666666666,4,0.6666666666666666,2,0.3333333333333333,1,0
716,彰師附工,"逢甲大學應用數學系
中原大學應用數學系
銘傳大學生物醫學工程學系(桃園校區)",1,1,3,逢甲大學應用數學系,中原大學應用數學系,銘傳大學生物醫學工程學系(桃園校區),0,0,0,0,0,0,0,0,彰化縣,0,0.0,1,0.3333333333333333,2,0.6666666666666666,0,1
717,嘉義高中,逢甲大學應用數學系,1,1,1,逢甲大學應用數學系,0,0,0,0,0,0,0,0,0,0,嘉義市,0,0.0,1,1.0,1,1.0,0,1
718,武陵高中,"逢甲大學應用數學系
逢甲大學工業工程與系統管理學系",1,1,2,逢甲大學應用數學系,逢甲大學工業工程與系統管理學系,0,0,0,0,0,0,0,0,0,桃園市,0,0.0,2,1.0,1,0.5,0,2
719,桃園市復旦高中,"逢甲大學應用數學系
東吳大學數學系
中原大學應用數學系
淡江大學統計學系
淡江大學數學學系資料科學與數理統計組
靜宜大學財務與計算數學系財務工程組",0,0,6,逢甲大學應用數學系,東吳大學數學系,中原大學應用數學系,淡江大學統計學系,淡江大學數學學系資料科學與數理統計組,靜宜大學財務與計算數學系財務工程組,0,0,0,0,0,桃園市,0,0.0,1,0.16666666666666666,5,0.8333333333333334,0,2
720,國立雲林科技大學,"逢甲大學應用數學系
實踐大學國際貿易學系(高雄校區)",1,1,2,逢甲大學應用數學系,實踐大學國際貿易學系(高雄校區),0,0,0,0,0,0,0,0,0,雲林縣,0,0.0,1,0.5,1,0.5,0,1
721,屏東女中,"逢甲大學應用數學系
淡江大學統計學系
中國文化大學應用數學系",0,0,3,逢甲大學應用數學系,淡江大學統計學系,中國文化大學應用數學系,0,0,0,0,0,0,0,0,屏東縣,0,0.0,1,0.3333333333333333,2,0.6666666666666666,0,3
722,苗栗高中,"逢甲大學應用數學系
逢甲大學材料科學與工程學系
逢甲大學光電學系
逢甲大學通訊工程學系
靜宜大學財務與計算數學系財務工程組",1,0,5,逢甲大學應用數學系,逢甲大學材料科學與工程學系,逢甲大學光電學系,逢甲大學通訊工程學系,靜宜大學財務與計算數學系財務工程組,0,0,0,0,0,0,苗栗縣,0,0.0,4,0.8,2,0.4,0,1
723,臺南二中,"逢甲大學應用數學系
中原大學應用數學系
逢甲大學光電學系
國立臺東大學應用數學系
銘傳大學經濟與金融學系(桃園校區)",1,1,5,逢甲大學應用數學系,中原大學應用數學系,逢甲大學光電學系,國立臺東大學應用數學系,銘傳大學經濟與金融學系(桃園校區),0,0,0,0,0,0,臺南市,1,0.2,2,0.4,3,0.6,0,2
724,虎尾高中,"逢甲大學應用數學系
靜宜大學財務與計算數學系計算數學組
靜宜大學財務與計算數學系財務工程組
靜宜大學統計資訊學系",0,0,4,逢甲大學應用數學系,靜宜大學財務與計算數學系計算數學組,靜宜大學財務與計算數學系財務工程組,靜宜大學統計資訊學系,0,0,0,0,0,0,0,雲林縣,0,0.0,1,0.25,4,1.0,0,1
725,私立明德高中,"逢甲大學應用數學系
東海大學應用數學系
逢甲大學精密系統設計學士學位學程
靜宜大學財務與計算數學系財務工程組
靜宜大學資訊管理學系",1,0,5,逢甲大學應用數學系,東海大學應用數學系,逢甲大學精密系統設計學士學位學程,靜宜大學財務與計算數學系財務工程組,靜宜大學資訊管理學系,0,0,0,0,0,0,臺中市,0,0.0,2,0.4,3,0.6,1,0
726,斗六高中,"逢甲大學應用數學系
中原大學應用數學系",1,1,2,逢甲大學應用數學系,中原大學應用數學系,0,0,0,0,0,0,0,0,0,雲林縣,0,0.0,1,0.5,2,1.0,0,1
727,臺中二中,"逢甲大學應用數學系
逢甲大學纖維與複合材料學系
國立臺灣體育運動大學體育學系(運動專長組)
國立嘉義大學體育與健康休閒學系",1,1,4,逢甲大學應用數學系,逢甲大學纖維與複合材料學系,國立臺灣體育運動大學體育學系(運動專長組),國立嘉義大學體育與健康休閒學系,0,0,0,0,0,0,0,臺中市,2,0.5,2,0.5,1,0.25,1,0
728,新營高中,"逢甲大學應用數學系
逢甲大學光電學系
逢甲大學電子工程學系
逢甲大學通訊工程學系",1,0,4,逢甲大學應用數學系,逢甲大學光電學系,逢甲大學電子工程學系,逢甲大學通訊工程學系,0,0,0,0,0,0,0,臺南市,0,0.0,4,1.0,1,0.25,0,2
729,三民高中,"逢甲大學應用數學系
東海大學統計學系(決策管理組)
世新大學經濟學系
致理科技大學商務科技管理系",0,0,4,逢甲大學應用數學系,東海大學統計學系(決策管理組),世新大學經濟學系,致理科技大學商務科技管理系,0,0,0,0,0,0,0,新北市,0,0.0,1,0.25,1,0.25,0,3
731,私立明德高中,"逢甲大學應用數學系
東海大學統計學系(決策管理組)
靜宜大學資訊管理學系-一般組
嶺東科技大學國際企業系
嶺東科技大學財務金融系
僑光科技大學行銷與流通管理系",1,1,6,逢甲大學應用數學系,東海大學統計學系(決策管理組),靜宜大學資訊管理學系-一般組,嶺東科技大學國際企業系,嶺東科技大學財務金融系,僑光科技大學行銷與流通管理系,0,0,0,0,0,臺中市,0,0.0,1,0.16666666666666666,1,0.16666666666666666,1,0
732,武陵高中,"逢甲大學應用數學系
淡江大學統計學系
淡江大學管理科學學系
銘傳大學財務金融學系國際金融管理組(台北校區)
銘傳大學國際企業學系外貿行銷管理組(台北校區)",0,0,5,逢甲大學應用數學系,淡江大學統計學系,淡江大學管理科學學系,銘傳大學財務金融學系國際金融管理組(台北校區),銘傳大學國際企業學系外貿行銷管理組(台北校區),0,0,0,0,0,0,桃園市,0,0.0,1,0.2,1,0.2,0,2
733,嘉義女中,"逢甲大學應用數學系
長榮大學航運管理學系
南臺科技大學化學工程與材料工程系
龍華科技大學化工與材料工程系
大仁科技大學護理系",1,1,5,逢甲大學應用數學系,長榮大學航運管理學系,南臺科技大學化學工程與材料工程系,龍華科技大學化工與材料工程系,大仁科技大學護理系,0,0,0,0,0,0,嘉義市,0,0.0,1,0.2,1,0.2,0,1
734,臺中一中,"逢甲大學應用數學系
東海大學應用物理學系
東海大學工業工程與經營資訊學系(智慧設計與生產)
靜宜大學資訊工程學系",1,1,4,逢甲大學應用數學系,東海大學應用物理學系,東海大學工業工程與經營資訊學系(智慧設計與生產),靜宜大學資訊工程學系,0,0,0,0,0,0,0,臺中市,0,0.0,1,0.25,1,0.25,1,0
735,清水高中,"逢甲大學應用數學系
東海大學應用數學系
中國文化大學應用數學系
靜宜大學財務與計算數學系財務工程組
朝陽科技大學營建工程系",1,1,5,逢甲大學應用數學系,東海大學應用數學系,中國文化大學應用數學系,靜宜大學財務與計算數學系財務工程組,朝陽科技大學營建工程系,0,0,0,0,0,0,新北市,0,0.0,1,0.2,4,0.8,0,3
737,新營高中,"逢甲大學應用數學系
淡江大學水資源及環境工程學系環境工程組",1,1,2,逢甲大學應用數學系,淡江大學水資源及環境工程學系環境工程組,0,0,0,0,0,0,0,0,0,臺南市,0,0.0,1,0.5,1,0.5,0,2
738,國立中興大學,"逢甲大學應用數學系
逢甲大學纖維與複合材料學系
逢甲大學光電科學與工程學系
亞洲大學資訊工程學系人工智慧組
國立勤益科技大學冷凍空調與能源系",1,1,5,逢甲大學應用數學系,逢甲大學纖維與複合材料學系,逢甲大學光電科學與工程學系,亞洲大學資訊工程學系人工智慧組,國立勤益科技大學冷凍空調與能源系,0,0,0,0,0,0,臺中市,1,0.2,3,0.6,1,0.2,1,0
739,清水高中,"逢甲大學應用數學系
靜宜大學企業管理學系
靜宜大學資訊管理學系
靜宜大學資訊傳播工程學系
弘光科技大學資訊管理系
弘光科技大學文化創意產業系
僑光科技大學行銷與流通管理系
僑光科技大學觀光與休閒事業管理系",0,0,8,逢甲大學應用數學系,靜宜大學企業管理學系,靜宜大學資訊管理學系,靜宜大學資訊傳播工程學系,弘光科技大學資訊管理系,弘光科技大學文化創意產業系,僑光科技大學行銷與流通管理系,僑光科技大學觀光與休閒事業管理系,0,0,0,新北市,0,0.0,1,0.125,1,0.125,0,3
741,嘉義女中,"逢甲大學應用數學系
中原大學環境工程學系
逢甲大學財務工程與精算學士學位學程
元智大學光電工程學系",1,1,4,逢甲大學應用數學系,中原大學環境工程學系,逢甲大學財務工程與精算學士學位學程,元智大學光電工程學系,0,0,0,0,0,0,0,嘉義市,0,0.0,2,0.5,1,0.25,0,1
742,私立弘文高中,"逢甲大學應用數學系
東海大學哲學系
東海大學統計學系(自然組)
靜宜大學財務與計算數學系計算數學組
靜宜大學資訊傳播工程學系(遊戲設計組)
亞洲大學資訊工程學系數位內容組",1,1,6,逢甲大學應用數學系,東海大學哲學系,東海大學統計學系(自然組),靜宜大學財務與計算數學系計算數學組,靜宜大學資訊傳播工程學系(遊戲設計組),亞洲大學資訊工程學系數位內容組,0,0,0,0,0,臺中市,0,0.0,1,0.16666666666666666,3,0.5,1,0
743,私立長榮高中,"逢甲大學應用數學系
東海大學統計學系(大數據與決策管理組)
逢甲大學統計學系
義守大學國際財務金融學系(國際學院)",0,0,4,逢甲大學應用數學系,東海大學統計學系(大數據與決策管理組),逢甲大學統計學系,義守大學國際財務金融學系(國際學院),0,0,0,0,0,0,0,臺南市,0,0.0,2,0.5,1,0.25,0,2
744,國立彰化師範大學,逢甲大學應用數學系,1,1,1,逢甲大學應用數學系,0,0,0,0,0,0,0,0,0,0,彰化縣,0,0.0,1,1.0,1,1.0,0,1
745,虎尾高中,"逢甲大學應用數學系
東海大學應用物理學系
靜宜大學應用化學系",0,0,3,逢甲大學應用數學系,東海大學應用物理學系,靜宜大學應用化學系,0,0,0,0,0,0,0,0,雲林縣,0,0.0,1,0.3333333333333333,1,0.3333333333333333,0,1
746,臺中二中,"逢甲大學應用數學系
靜宜大學財務與計算數學系計算數學組
靜宜大學資訊管理學系",1,1,3,逢甲大學應用數學系,靜宜大學財務與計算數學系計算數學組,靜宜大學資訊管理學系,0,0,0,0,0,0,0,0,臺中市,0,0.0,1,0.3333333333333333,3,1.0,1,0
747,天主教道明中學,"逢甲大學應用數學系
逢甲大學通訊工程學系
義守大學資訊工程學系
義守大學通訊工程學系",1,1,4,逢甲大學應用數學系,逢甲大學通訊工程學系,義守大學資訊工程學系,義守大學通訊工程學系,0,0,0,0,0,0,0,高雄市,0,0.0,2,0.5,1,0.25,0,2
748,新店高中,"逢甲大學應用數學系
逢甲大學機械與電腦輔助工程學系",1,1,2,逢甲大學應用數學系,逢甲大學機械與電腦輔助工程學系,0,0,0,0,0,0,0,0,0,新北市,0,0.0,2,1.0,1,0.5,0,3
749,家齊高中,"逢甲大學應用數學系
東海大學資訊工程學系數位創意組
東海大學資訊工程學系軟體工程組
東海大學資訊管理學系(物聯網與大數據應用組)
逢甲大學資訊工程學系
國立勤益科技大學資訊工程系",1,0,6,逢甲大學應用數學系,東海大學資訊工程學系數位創意組,東海大學資訊工程學系軟體工程組,東海大學資訊管理學系(物聯網與大數據應用組),逢甲大學資訊工程學系,國立勤益科技大學資訊工程系,0,0,0,0,0,臺南市,1,0.16666666666666666,2,0.3333333333333333,1,0.16666666666666666,0,2
750,彰師附工,"逢甲大學應用數學系
東海大學統計學系(社會組)
逢甲大學統計學系",1,0,3,逢甲大學應用數學系,東海大學統計學系(社會組),逢甲大學統計學系,0,0,0,0,0,0,0,0,彰化縣,0,0.0,2,0.6666666666666666,1,0.3333333333333333,0,1
751,中興高中,"逢甲大學應用數學系
逢甲大學統計學系",1,1,2,逢甲大學應用數學系,逢甲大學統計學系,0,0,0,0,0,0,0,0,0,南投縣,0,0.0,2,1.0,1,0.5,0,1
752,豐原高中,"逢甲大學應用數學系
東海大學應用數學系
輔仁大學數學系純數學組
國立台東大學數學系",1,1,4,逢甲大學應用數學系,東海大學應用數學系,輔仁大學數學系純數學組,國立台東大學數學系,0,0,0,0,0,0,0,臺中市,1,0.25,1,0.25,5,1.25,1,0
753,國立雲林科技大學,"逢甲大學應用數學系
東海大學應用物理學系材料及奈米科技組
東海大學工業工程與經營資訊學系
亞洲大學心理學系諮商與臨床心理組
南臺科技大學化學工程與材料工程系
南臺科技大學管理與資訊系工業管理組",0,0,6,逢甲大學應用數學系,東海大學應用物理學系材料及奈米科技組,東海大學工業工程與經營資訊學系,亞洲大學心理學系諮商與臨床心理組,南臺科技大學化學工程與材料工程系,南臺科技大學管理與資訊系工業管理組,0,0,0,0,0,雲林縣,0,0.0,1,0.16666666666666666,1,0.16666666666666666,0,1
754,北科大附屬桃園農工,"逢甲大學應用數學系
東吳大學財務工程與精算數學系
中原大學應用數學系
東海大學應用數學系
嘉南藥理大學食品科技系",0,0,5,逢甲大學應用數學系,東吳大學財務工程與精算數學系,中原大學應用數學系,東海大學應用數學系,嘉南藥理大學食品科技系,0,0,0,0,0,0,桃園市,0,0.0,1,0.2,4,0.8,0,2
755,國立中興大學,"逢甲大學應用數學系
東海大學化學系化學生物組
逢甲大學纖維與複合材料學系
逢甲大學工業工程與系統管理學系
逢甲大學統計學系
逢甲大學通訊工程學系
中臺科技大學護理系
朝陽科技大學營建工程系",1,0,8,逢甲大學應用數學系,東海大學化學系化學生物組,逢甲大學纖維與複合材料學系,逢甲大學工業工程與系統管理學系,逢甲大學統計學系,逢甲大學通訊工程學系,中臺科技大學護理系,朝陽科技大學營建工程系,0,0,0,臺中市,0,0.0,5,0.625,1,0.125,1,0
756,中山高中,"逢甲大學應用數學系
東海大學應用數學系
逢甲大學化學工程學系",1,1,3,逢甲大學應用數學系,東海大學應用數學系,逢甲大學化學工程學系,0,0,0,0,0,0,0,0,高雄市,0,0.0,2,0.6666666666666666,2,0.6666666666666666,0,2
758,私立長榮高中,"逢甲大學應用數學系
東海大學應用數學系
東海大學企業管理學系(綠色與永續發展組)
淡江大學數學學系數學組
靜宜大學企業管理學系
輔仁大學數學系應用數學組",0,0,6,逢甲大學應用數學系,東海大學應用數學系,東海大學企業管理學系(綠色與永續發展組),淡江大學數學學系數學組,靜宜大學企業管理學系,輔仁大學數學系應用數學組,0,0,0,0,0,臺南市,0,0.0,1,0.16666666666666666,6,1.0,0,2
759,嘉義女中,"逢甲大學應用數學系
逢甲大學統計學系商業大數據組
中國科技大學財務金融系(台北校區)
中華醫事科技大學視光系
德明財經科技大學保險金融管理系風險管理與保險組",1,0,5,逢甲大學應用數學系,逢甲大學統計學系商業大數據組,中國科技大學財務金融系(台北校區),中華醫事科技大學視光系,德明財經科技大學保險金融管理系風險管理與保險組,0,0,0,0,0,0,嘉義市,0,0.0,2,0.4,1,0.2,0,1
760,建功高中,"逢甲大學應用數學系
淡江大學數學學系數學組",1,1,2,逢甲大學應用數學系,淡江大學數學學系數學組,0,0,0,0,0,0,0,0,0,新竹市,0,0.0,1,0.5,3,1.5,0,1
761,嘉義高中,"逢甲大學應用數學系
中原大學生物科技學系
逢甲大學光電學系
逢甲大學通訊工程學系
朝陽科技大學工業工程與管理系",1,0,5,逢甲大學應用數學系,中原大學生物科技學系,逢甲大學光電學系,逢甲大學通訊工程學系,朝陽科技大學工業工程與管理系,0,0,0,0,0,0,嘉義市,0,0.0,3,0.6,1,0.2,0,1
762,員林崇實高工,"逢甲大學應用數學系
中原大學應用數學系",1,1,2,逢甲大學應用數學系,中原大學應用數學系,0,0,0,0,0,0,0,0,0,彰化縣,0,0.0,1,0.5,2,1.0,0,1
763,私立明德高中,"逢甲大學應用數學系
東海大學應用數學系
逢甲大學機械與電腦輔助工程學系
逢甲大學自動控制工程學系
逢甲大學通訊工程學系",1,0,5,逢甲大學應用數學系,東海大學應用數學系,逢甲大學機械與電腦輔助工程學系,逢甲大學自動控制工程學系,逢甲大學通訊工程學系,0,0,0,0,0,0,臺中市,0,0.0,4,0.8,2,0.4,1,0
764,國立屏東大學,"逢甲大學應用數學系
東吳大學數學系
中國文化大學電機工程學系
中國文化大學機械工程學系
實踐大學資訊模擬與設計學系(高雄校區)",0,0,5,逢甲大學應用數學系,東吳大學數學系,中國文化大學電機工程學系,中國文化大學機械工程學系,實踐大學資訊模擬與設計學系(高雄校區),0,0,0,0,0,0,屏東縣,0,0.0,1,0.2,2,0.4,0,3
765,陽明高中,"逢甲大學應用數學系
逢甲大學纖維與複合材料學系",1,1,2,逢甲大學應用數學系,逢甲大學纖維與複合材料學系,0,0,0,0,0,0,0,0,0,臺北市,0,0.0,2,1.0,1,0.5,0,3
767,國立雲林科技大學,"逢甲大學應用數學系
逢甲大學光電學系",1,0,2,逢甲大學應用數學系,逢甲大學光電學系,0,0,0,0,0,0,0,0,0,雲林縣,0,0.0,2,1.0,1,0.5,0,1
768,高雄中學,"逢甲大學應用數學系
逢甲大學統計學系
逢甲大學光電學系
義守大學電子工程學系
義守大學資訊工程學系",1,1,5,逢甲大學應用數學系,逢甲大學統計學系,逢甲大學光電學系,義守大學電子工程學系,義守大學資訊工程學系,0,0,0,0,0,0,高雄市,0,0.0,3,0.6,1,0.2,0,2
769,員林崇實高工,"逢甲大學應用數學系
東海大學環境科學與工程學系
逢甲大學環境工程與科學學系",1,1,3,逢甲大學應用數學系,東海大學環境科學與工程學系,逢甲大學環境工程與科學學系,0,0,0,0,0,0,0,0,彰化縣,0,0.0,2,0.6666666666666666,1,0.3333333333333333,0,1
770,國立雲林科技大學,"逢甲大學應用數學系
逢甲大學通訊工程學系
逢甲大學水利工程與資源保育學系
中國文化大學光電物理學系
靜宜大學資訊管理學系",1,0,5,逢甲大學應用數學系,逢甲大學通訊工程學系,逢甲大學水利工程與資源保育學系,中國文化大學光電物理學系,靜宜大學資訊管理學系,0,0,0,0,0,0,雲林縣,0,0.0,3,0.6,1,0.2,0,1
771,嘉義女中,"逢甲大學應用數學系
東海大學應用數學系
國立屏東教育大學應用數學系
國立台東大學數學系",0,0,4,逢甲大學應用數學系,東海大學應用數學系,國立屏東教育大學應用數學系,國立台東大學數學系,0,0,0,0,0,0,0,嘉義市,2,0.5,1,0.25,4,1.0,0,1
772,鳳新高中,"逢甲大學應用數學系
靜宜大學財務與計算數學系財務工程組
實踐大學金融管理學系(高雄校區)",1,1,3,逢甲大學應用數學系,靜宜大學財務與計算數學系財務工程組,實踐大學金融管理學系(高雄校區),0,0,0,0,0,0,0,0,高雄市,0,0.0,1,0.3333333333333333,2,0.6666666666666666,0,2
773,建功高中,"逢甲大學應用數學系
中國文化大學應用數學系
中國文化大學資訊工程學系
靜宜大學資訊管理學系
銘傳大學應用統計與資料科學學系大數據管理組(桃園校區)
明新科技大學資訊工程系",0,0,6,逢甲大學應用數學系,中國文化大學應用數學系,中國文化大學資訊工程學系,靜宜大學資訊管理學系,銘傳大學應用統計與資料科學學系大數據管理組(桃園校區),明新科技大學資訊工程系,0,0,0,0,0,新竹市,0,0.0,1,0.16666666666666666,2,0.3333333333333333,0,1
774,中興高中,"逢甲大學應用數學系
東海大學應用數學系
東海大學統計學系(巨量資料管理組)
大同大學電機工程學系
國立臺東大學資訊工程學系",0,0,5,逢甲大學應用數學系,東海大學應用數學系,東海大學統計學系(巨量資料管理組),大同大學電機工程學系,國立臺東大學資訊工程學系,0,0,0,0,0,0,南投縣,1,0.2,1,0.2,2,0.4,0,1
775,屏東女中,"逢甲大學應用數學系
東海大學應用數學系
國立屏東教育大學資訊科學系
國立屏東教育大學應用數學系",0,0,4,逢甲大學應用數學系,東海大學應用數學系,國立屏東教育大學資訊科學系,國立屏東教育大學應用數學系,0,0,0,0,0,0,0,屏東縣,2,0.5,1,0.25,3,0.75,0,3
776,高師大附中,"逢甲大學應用數學系
靜宜大學資訊工程學系-一般組",1,1,2,逢甲大學應用數學系,靜宜大學資訊工程學系-一般組,0,0,0,0,0,0,0,0,0,高雄市,0,0.0,1,0.5,1,0.5,0,2
777,陽明高中,"逢甲大學應用數學系
東海大學統計學系(大數據與決策管理組)
中國文化大學機械工程學系",0,0,3,逢甲大學應用數學系,東海大學統計學系(大數據與決策管理組),中國文化大學機械工程學系,0,0,0,0,0,0,0,0,臺北市,0,0.0,1,0.3333333333333333,1,0.3333333333333333,0,3
779,國立臺灣師範大學,"逢甲大學應用數學系
淡江大學土木工程學系營建企業組
淡江大學水資源及環境工程學系水資源工程組
逢甲大學都市計劃與空間資訊學系都市計劃組
輔仁大學數學系應用數學組
義守大學土木與生態工程學系
國立雲林科技大學環境與安全衛生工程系
國立虎尾科技大學光電工程系
嘉南藥理科技大學保健營養系
大仁科技大學食品科技系保健營養組",0,0,10,逢甲大學應用數學系,淡江大學土木工程學系營建企業組,淡江大學水資源及環境工程學系水資源工程組,逢甲大學都市計劃與空間資訊學系都市計劃組,輔仁大學數學系應用數學組,義守大學土木與生態工程學系,國立雲林科技大學環境與安全衛生工程系,國立虎尾科技大學光電工程系,嘉南藥理科技大學保健營養系,大仁科技大學食品科技系保健營養組,0,臺北市,2,0.2,2,0.2,3,0.3,0,3
780,清水高中,"逢甲大學應用數學系
逢甲大學航太與系統工程學系
國立臺中教育大學數學教育學系
國立臺北教育大學數學暨資訊教育學系數學組",0,0,4,逢甲大學應用數學系,逢甲大學航太與系統工程學系,國立臺中教育大學數學教育學系,國立臺北教育大學數學暨資訊教育學系數學組,0,0,0,0,0,0,0,新北市,2,0.5,2,0.5,4,1.0,0,3
782,私立明德高中,"逢甲大學應用數學系
中原大學應用數學系
靜宜大學財務與計算數學系計算數學組
國立臺東大學應用數學系
國立勤益科技大學資訊工程系
建國科技大學機械工程系
建國科技大學電子工程系
建國科技大學資訊管理系
修平科技大學機械工程系",0,0,9,逢甲大學應用數學系,中原大學應用數學系,靜宜大學財務與計算數學系計算數學組,國立臺東大學應用數學系,國立勤益科技大學資訊工程系,建國科技大學機械工程系,建國科技大學電子工程系,建國科技大學資訊管理系,修平科技大學機械工程系,0,0,臺中市,2,0.2222222222222222,1,0.1111111111111111,5,0.5555555555555556,1,0
783,惠文高中,"逢甲大學應用數學系
東海大學統計學系(決策管理組)",1,1,2,逢甲大學應用數學系,東海大學統計學系(決策管理組),0,0,0,0,0,0,0,0,0,臺中市,0,0.0,1,0.5,1,0.5,1,0
784,員林高中,"逢甲大學應用數學系
逢甲大學土木工程學系",1,0,2,逢甲大學應用數學系,逢甲大學土木工程學系,0,0,0,0,0,0,0,0,0,彰化縣,0,0.0,2,1.0,1,0.5,0,1
785,國立彰化師範大學,"逢甲大學應用數學系
中原大學應用數學系",1,1,2,逢甲大學應用數學系,中原大學應用數學系,0,0,0,0,0,0,0,0,0,彰化縣,0,0.0,1,0.5,2,1.0,0,1
786,華江高中,"逢甲大學應用數學系
東吳大學數學系
國立東華大學應用數學系數學科學組",0,0,3,逢甲大學應用數學系,東吳大學數學系,國立東華大學應用數學系數學科學組,0,0,0,0,0,0,0,0,臺北市,1,0.3333333333333333,1,0.3333333333333333,4,1.3333333333333333,0,3
787,建功高中,"逢甲大學應用數學系
中原大學應用數學系
東海大學統計學系(自然組)",0,0,3,逢甲大學應用數學系,中原大學應用數學系,東海大學統計學系(自然組),0,0,0,0,0,0,0,0,新竹市,0,0.0,1,0.3333333333333333,2,0.6666666666666666,0,1
788,私立弘文高中,"逢甲大學應用數學系
靜宜大學財務金融學系
靜宜大學財務金融學系-類繁星
靜宜大學資訊工程學系",0,0,4,逢甲大學應用數學系,靜宜大學財務金融學系,靜宜大學財務金融學系-類繁星,靜宜大學資訊工程學系,0,0,0,0,0,0,0,臺中市,0,0.0,1,0.25,1,0.25,1,0
789,國立臺灣海洋大學,"逢甲大學應用數學系
東海大學應用數學系",1,1,2,逢甲大學應用數學系,東海大學應用數學系,0,0,0,0,0,0,0,0,0,基隆市,0,0.0,1,0.5,2,1.0,0,3
790,中正高中,"逢甲大學應用數學系
淡江大學數學學系資料科學與數理統計組
國立屏東教育大學社會發展學系
國立屏東教育大學應用數學系
國立台東大學數學系
國立嘉義大學木質材料與設計學系
國立屏東科技大學水土保持系
朝陽科技大學工業工程與管理系
弘光科技大學食品科技系
中台科技大學食品科技系",1,1,10,逢甲大學應用數學系,淡江大學數學學系資料科學與數理統計組,國立屏東教育大學社會發展學系,國立屏東教育大學應用數學系,國立台東大學數學系,國立嘉義大學木質材料與設計學系,國立屏東科技大學水土保持系,朝陽科技大學工業工程與管理系,弘光科技大學食品科技系,中台科技大學食品科技系,0,臺北市,5,0.5,1,0.1,4,0.4,0,3
